ID;codigo;tecnologia;modelo;fabricante;partNumber
2894;30002501;;;;3DB23033ABAA01
2895;30002502;;;;3DB23038AAAA01
2896;30002503;;;;2KNF232B1
2897;30002504;;;;2G426A
2898;30002506;;FILTRO;;EF312A
2899;30002509;;PLACA;;625-017/20M
2900;30002510;;PLACA;;63-201-1028
2901;30002511;;PLACA;;63-305-0003
2902;30002514;;;;3DB23045ABAA01
2903;30002516;;;;3DB23045AEAA01
2904;30002519;;;;641280-DF
2905;30002520;;;;3AL78823AA
2906;30002521;;;;3DB23026AEAA01
2907;30002522;;;;2FY313A
2908;30002523;;FILTRO;;101-110041
2909;30002524;;PLACA;;634-001/74
2910;30002525;;;;3DB23002AAAA01
2911;30002526;;;;3DB23026ADAA01
2912;30002527;;;;UPA10131/1
2913;30002528;;;;MF2413B
2914;30002529;;RADIO;;3AL79772AA
2915;50000039;;;;ALR2200
2916;50000040;;;;AR2200
2917;30002532;;;;3DB23003ABAA01
2918;30002533;;;;3DB23002AAAAA01
2919;30002534;;PLACA;;3DB00144ABAA
2920;30002535;;RADIO;;UKL40101/24
2921;30002536;;;;UKL40105/14HP
2922;30002537;;;;UKL40118/55HP
2923;30002538;;;;SM0010801
2924;30002542;;;;702-300/12C405R
2925;30002543;;;;021-901711-002
2926;30002546;;;;0A02V01DE
2927;30002549;;;;0A02V06DL
2928;30002550;;;;0B02B01PF
2929;30002554;;;;201-901420-901
2930;30002555;;GABINETE;;3511 261 51580
2931;30002556;;PLACA;;3511 261 58500
2932;30002563;;;;10L08AL1A1BB1-A
2933;30002572;;PLACA;;ROJ208143/9
2934;30002573;;PLACA;;ROJ208143/2
2935;30002574;;;;SMS-600V
2936;30002576;;PLACA;;E3754A
2937;30002577;;PLACA;;E3761A
2938;30002578;;PLACA;;E3769A
2939;30002580;;RADIO;;E5612A
2940;30002581;;;;E5624A
2941;30002582;;;;E6305A
2942;30002583;;RADIO;;E6443A
2943;30002584;;PLACA;;E8678A
2944;30002585;;;;E9222A
2945;30002586;;;;732-201/18B304
2946;30002587;;;;732-221/18B
2947;30002588;;;;S42024-L5165-A2- 9
2948;30002589;;;;SD110047
2949;30002590;;;;SD-110059
2950;30002591;;;;SD-110061
2951;30002592;;;;SD-110132001
2952;30002593;;;;SD-110180-001
2953;30002594;;AMPLIFICADOR;;SD-110464-001
2954;30002595;;;;UKL40109/21HP
2955;30002596;;;;X0073A
2956;30002597;;PLACA;;CM3908-A
2957;30002606;;;;192-901040-003
2958;30002612;;;;FKCN5551AT
2959;30002613;;;;FDM5559A-T
2960;30002616;;;;468217A.104
2961;30002617;;;;468530A.109
2962;30002619;;RADIO;;3DB03525AAAB01
2963;30002620;;PLACA;;UKL40109/25HP
2964;30002621;;;;732-221/08B119
2965;30002622;;;;732-221/08B120
2966;30002623;;;ERICSSON;ROA2195817/1
2967;30002625;;;;732-102/71D
2968;30002626;;;;FLL6AAB0A
2969;30002627;;;;FL07AAB0A
2970;30002628;;;;UBM6408
2971;30002629;;;;FNCS5684A-TR2B
2972;30002633;;;;8DK138A
2973;30002635;;;;468704A.413
2974;30002636;;;;FL08AAA0A
2975;30002637;;;;FL11AAA0A
2976;30002638;;PLACA;;BMG907031/1
2977;30002639;;PLACA;;3HK10154AAXX
2978;30002640;;;;E6022W
2979;30002641;;PLACA;;E5613C
2980;30002642;;PLACA;;3AL78856BA
2981;30002643;;PLACA;;3AL89668AA
2982;30002644;;PLACA;;3DB02289AA
2983;30002645;;PLACA;;NWA-014550-001
2984;30002646;;PLACA;;NWA-014570-001
2985;30002647;;PLACA;;NWA-014560-001
2986;30002648;;PLACA;;NWA-014800-001
2987;30002650;;PLACA;;NWA-014830-001
2988;30002651;;PLACA;;NWA-014820-001
2989;30002652;;;;NWA-014520-004
2990;30002654;;;;628-586/26
2991;30002655;;;;WRCO5643A
2992;30002656;;;;WRCO5884A
2993;30002657;;;;WRCO5643B
2994;30002658;;;;WRCO5884B
2995;30002659;;;;WRCO5642C
2996;30002660;;;;WRCO5682E
2997;30002661;;;;WRCO5679A
2998;50000041;;;;BXC900C
2999;30002662;;;;MCE0065
3000;30002663;;;;UKL40112/28HP
3001;30002664;;PLACA;;CDC1-B
3002;30002665;;;;HRY10210/3
3003;30002666;;;;ROJ 208 357/1
3004;30002667;;;;3DB23045AHAA01
3005;30002668;;;;FKCN5551B-T
3006;30002675;;;;101110009
3007;30002676;;AMPLIFICADOR;;101-110840-002
3008;30002678;;;;110050001
3009;30002683;;;;1.01902E+11
3010;30002686;;;;1PAM0010401/00
3011;50000042;;;;MR801B
3012;30002687;;;;10L06AU1A1BA0A
3013;30002688;;PLACA;;EOW1
3014;30002690;;RADIO;;UKL4011846
3015;30002692;;;;2N506A
3016;30002693;;PLACA;;3.51126E+11
3017;30002694;;PLACA;;3.51126E+11
3018;30002695;;PLACA;;3.51126E+11
3019;30002696;;PLACA;;3.51126E+11
3020;30002697;;;;73224108108ED002
3021;30002698;;;;73225107016
3022;30002699;;PLACA;;24099555001
3023;30002702;;;;SW2DNF129B29X404
3024;30002703;;;;7.32241E+13
3025;30002704;;;;FDM5559CTR1A
3026;30002705;;PLACA;;P63E1
3027;30002707;;VENTILAÇÃO;;BKV17550/1
3028;30002712;;;;7.32241E+13
3029;30002713;;;;73225107015
3030;30002718;;;;ZFE30101/310
3031;30002719;;BASTIDOR;;702-300/12C405R
3032;30002720;;;;732-241/15E107
3033;30002722;;;;SD-110282-003
3034;50000043;;;;RD182002V19P40S75
3035;30002728;;;;E3579012
3036;30002729;;;;E3579014
3037;30002731;;;;E3579020
3038;30002732;;;;S42024L5223B200
3039;30002733;;PLACA;;S30861-U2401-X-J1
3040;30002734;;;;732-251/15E101
3041;30002735;;;;732-251/15E102
3042;30002736;;;NOKIA;735-221/07_202
3043;30002737;;;NOKIA;735-221/07_204
3044;30002738;;;NOKIA;735-221/07_254
3045;30002739;;;;73522108101
3046;30002740;;PLACA;NOKIA;083689A
3047;30002744;;PLACA;;306361
3048;30002746;;;;311665
3049;30002750;;;;3CC08942ABAA
3050;30002751;;;;3CC08134AAAA
3051;30002753;;;;CE-189B/70-2DD
3052;30002756;;;;FG18A31AA
3053;30002757;;;;FG23A12AA
3054;30002758;;;;FG07A31AA
3055;30002759;;;;FG07A32AA
3056;30002760;;;;FG07A33AA
3057;30002761;;;;FG08A41AA
3058;30002762;;;;FG08A42AA
3059;30002763;;;;FG08A43AA
3060;30002764;;;;FG08A44AA
3061;30002765;;;;FG08A11AA
3062;30002766;;;;FG08A12AA
3063;30002769;;;;S30861-B2099-X-01/01
3064;30002773;;RADIO;;CS7299220
3065;30002774;;AMPLIFICADOR;;54058
3066;30002775;;;;CS7299413
3067;30002776;;;;CS7299412
3068;30002779;;;;3CC08994ABAA01
3069;30002780;;;;3CC08994AAAA01
3070;30002781;;;;468217A103
3071;30002782;;;;62858601
3072;30002783;;;;S30861U2502X0801
3073;30002784;;;;S30861U2502X0801
3074;30002785;;;;S30861U2506X0201
3075;50000045;;;;7500032-0001
3076;50000046;;;;300.003.03D.23
3077;50000047;;;;300.004D.279
3078;50000049;;;;300.005B.27
3079;50000050;;;;300.004D.238
3080;50000052;;;;300.035.30
3081;30002846;;PLACA;;ULTRASITE 75 OHMS
3082;30002848;;;;468619A
3083;30002849;;;;467834A104
3084;30002850;;;;468704A
3085;30002852;;;;469089A411
3086;30002853;;;;468532A....109
3087;30002854;;;;MULTICOUPLER 1800
3088;30002855;;;;MULTICOUPLER 900
3089;50000053;;;;BB2F EDGE
3090;22000924;;;;468217A
3091;30002860;;;;S30861-U2415-X-04
3092;30002864;;;;CS7299220
3093;30002866;;;;S30861-U2401-X-F2
3094;30002867;;;;S30861Q2207X
3095;30002868;;;;S30861-U2407-X-09/01
3096;22000925;;;;470328A
3097;30002871;;;;470327A
3098;30002874;;;;E11F01P0
3099;30002876;;;;H4X4CPUN
3100;30002877;;;;S30861-U2401-X
3101;30002878;;;;ACTM13A
3102;30002879;;;;S30861Q2206XA
3103;30002880;;;;S30861Q2206XB
3104;30002901;;;;S30861-U2401-X-F2
3105;30002903;;;;S30861-U2415-X-04/01
3106;30003025;;;;470216A102
3107;30003026;;;;471493A
3108;50000063;;;;470142A
3109;30003027;;;;470248A
3110;30003028;;GABINETE;;470142A
3111;50000064;;RETIFICADOR;;44306
3112;50000065;;RETIFICADOR;;44303
3113;30003029;;;;470247A
3114;30003030;;RADIO;;NTM203170/CD
3115;30003031;;RADIO;ERICSSON;NTM203161/CD
3116;30003032;;RADIO;;NTM203162/CD
3117;30003033;;RADIO;;NTM203194/CD
3118;30003034;;RADIO;;NTM203159/CD
3119;30003035;;RADIO;;NTM203152/CD
3120;30003036;;RADIO;;NTM203171/CD
3121;30003037;;RADIO;;NTM203075/CD
3122;30003038;;;;UPA90113/1
3123;30003039;;;;UPA90114/1
3124;30003041;;;;UPA10132/1
3125;30003044;;;;NTM1010292/7
3126;30003045;;VENTILAÇÃO;ERICSSON;BFB102103/1
3127;30003046;;;;NTM1010158/10
3128;30003050;;;;NTM1010154/5
3129;30003051;;;;NTM1010154/5
3130;30003052;;FILTRO;;NTM1010653/2
3131;30003053;;;;ROJ2081301/10
3132;30003054;;;ERICSSON;ROJ2081304/10
3133;30003055;;PLACA;;ROJ2081305/1
3134;30003056;;;;ROJ208357/1
3135;30003057;;;ERICSSON;ROJ2081308/1
3136;30003059;;PLACA;ERICSSON;ROJR208002/3
3137;30003060;;PLACA;;ROJ1192342/1
3138;30003061;;PLACA;;ROJR211007/1
3139;30003062;;PLACA;;ROJR208012/1
3140;30003064;;PLACA;ERICSSON;ROJR208011/1
3141;30003067;;;;BGK34252/1
3142;30003068;;;;NTM203100/1
3143;30003197;;RADIO;;CII99040RUW
3144;30003200;;RADIO;;CIL99040TDN
3145;30003202;;;;S30861-Q483-X100
3146;30003203;;;;S30861-Q491-X
3147;30003204;;;;S30861-Q492-X
3148;30003205;;;;S30861-Q493-X
3149;30003206;;;;S30861-Q497-X
3150;30003207;;;;S30861-Q498-X
3151;30003208;;;;S30861-Q499-X100
3152;30003209;;;;S30861-Q500-X100
3153;30003210;;PLACA;;S30861-Q502-X
3154;30003211;;PLACA;;S30861-Q503-X
3155;30003212;;;;S30861-Q504-X
3156;30003213;;;;S30861-Q505-X
3157;30003214;;;;S30861-Q506-X
3158;30003215;;;;S30861-Q511-X100
3159;30003216;;VENTILAÇÃO;;S30861-U727-X
3160;30003217;;;;S30940-U16-X1
3161;30003219;;PLACA;;S32006-Q2034-X301
3162;20002694;;PLACA;;205883
3163;30003222;;FILTRO;ERICSSON;BFL119142/1
3164;30003223;;FILTRO;ERICSSON;BFL119446/1
3165;30003224;;;;FAB620551/01
3166;30003225;;;ERICSSON;KRC 131 1003/2
3167;50000066;;;ERICSSON;BML231202/1
3168;30003227;;FILTRO;;KRF201323/1
3169;30003229;;;;KRY1011873/3
3170;30003231;;;;KRY1011587/1
3171;30003232;;AMPLIFICADOR;;KRY11214/12
3172;30003233;;;;KRY11287/3
3173;30003235;;FILTRO;ERICSSON;BFL119445/1
3174;50000067;;RETIFICADOR;ERICSSON;BML353206/2
3175;30003236;;;;KRY11288/2
3176;50000073;;;;RD1820-02V25P40S75A11M01
3177;50000074;;;;RD1820-02V25P33S75A11M01
3178;50000075;;;;SR1820-02V25P27S75A92M01
3179;50000076;;;;RD1832-02V15V15P40S75A22M01
3180;50000077;;;;RD1832-02V15V15P33S75A22M01
3181;50000078;;;;SP1820-02V25P15S251A06
3182;50000082;;;;RF9122-RE02T91H02P43G25A22M01
3183;50000083;;;;RD9120-02V25P40G35A22M01
3184;50000084;;;;RD9120-02V25P33G35A22M01
3185;50000086;;;;SP9120-02V25P15G25A06
3186;50000089;;;;RD9122-02H02P33G25A92M01
3187;50000091;;;;RD8132-01V15V06P40C25A92M05
3188;50000092;;;;SN8132-02F10F2.5P20CS02A92
3189;50000093;;;;RD2120-03V15P40W60A22M01
3190;50000095;;;;RD2120-03V15P33W60A22M01
3191;50000100;;;;SP2110-03F10P17W60A06
3192;30003238;;GABINETE;;470142A
3193;30003248;;;;0001416S
3194;30003249;;;;M99040TDN
3195;30003257;;PLACA;;RB900000001H200
3196;30003302;;;;KRY11246/2
3197;30003303;;PLACA;;ROJ1192315/1
3198;30003304;;PLACA;ERICSSON;ROJ1192315/2
3199;30003305;;PLACA;ERICSSON;R0J 119 2187/4
3200;22000926;;;;KRC115032/1
3201;30003306;;PLACA;ERICSSON;ROJ1192254/8
3202;30003316;;RADIO;;2100_40W_RRU
3203;30003319;;RADIO;;850_40W_RRU
3204;50000105;;;;MMR400
3205;30003345;;GABINETE;;11/COH1092082
3206;10000018;;;;TORRE
3207;30003354;;;NOKIA;735-221/07_255
3208;30003355;;;NOKIA;735-221/07_203
3209;30003357;;;;614-104/66A
3210;30003358;;;;735-221/07_252
3211;30003359;;;NOKIA;735-221/07_253
3212;30003360;;;NOKIA;735-221/07_205
3213;30003361;;;;735-211/06_152
3214;30003363;;;;735-221/08_153
3215;30003364;;;;735-221/08_108
3216;30003365;;;;735-221/08_103
3217;30003366;;;;735-221/08_106
3218;30003368;;;;735-221/08_156
3219;30003369;;;;735-221/08_158
3220;30003370;;;;735-221/08_151
3221;30003371;;;;732-241/08E101
3222;30003378;;PLACA;;FAB620559/01
3223;30003383;;GABINETE;;BMGB907068
3224;30003386;;;;S30861-U2407-X-P1/01
3225;30003387;;;;L50026-A1800-C20
3226;50000114;;;;RD8132-01V15V06P33C25A92M05
3227;30003414;;GABINETE;;3HE00185CC
3228;30003415;;PLACA;NOKIA;3HE01171AA
3229;30003417;;PLACA;NOKIA;3HE04164AA
3230;30003418;;;;3HE01473AA
3231;30003421;;PLACA;;3HE03612AA
3232;30003423;;PLACA;NOKIA;3HE03611AA
3233;30003425;;PLACA;NOKIA;3HE00021AA
3234;30003426;;PLACA;NOKIA;3HE04274AA
3235;30003431;;GABINETE;NOKIA;3HE04709AA
3236;30003432;;PLACA;NOKIA;3HE03607AA
3237;30003433;;;NOKIA;3HE03608AA
3238;30003435;;PLACA;NOKIA;3HE03610AA
3239;30003438;;GABINETE;NOKIA;3HE02773AA
3240;30003439;;PLACA;NOKIA;3HE02774AA
3241;30003441;;PLACA;;3HE02776AB
3242;30003442;;PLACA;NOKIA;3HE02775AA
3243;30003443;;PLACA;;3HE03127AA
3244;30003444;;PLACA;;3HE03125AA
3245;30003445;;PLACA;NOKIA;3HE02777AA
3246;30003451;;;;3HE00028AA
3247;30003452;;;;3HE00062AA
3248;30003453;;;;3HE00867AA
3249;30003455;;;;3HE00564AA
3250;30003456;;;;3HE00876AA
3251;30003457;;;;3HE00566CA
3252;30003459;;;;3HE00035AA
3253;30003464;;;;3AL91790AA
3254;30003474;;;;3AL98029AA
3255;30003477;;GABINETE;;3AL78834AA
3256;30003478;;GABINETE;;3AL79773AA
3257;30003479;;GABINETE;;3AL98038AD
3258;30003480;;GABINETE;;3AL98122AA
3259;30003482;;;;1570264
3260;30003487;;;;CMBK2ID4M
3261;30003488;;BASTIDOR;;RE600000001H200
3262;30003492;;;;E3579032
3263;30003493;;PLACA;;SM001080100
3264;30003495;;GABINETE;;469873A
3265;30003505;;RADIO;;470330A
3266;30003506;;GABINETE;;469725A
3267;30003516;;PLACA;;3AL78856BB
3268;30003535;;PLACA;;3AL98035AA
3269;30003553;;PLACA;;3AL81736AA
3270;30003556;;;;3AL80404AA
3271;30003562;;VENTILAÇÃO;;8660FAN
3272;30003564;;VENTILAÇÃO;;47-6573-01
3273;30003572;;BASTIDOR;;3AL34005ABAB
3274;30003577;;;;3AL89794ABXX
3275;30003579;;;;3AL98038ADXX
3276;30003582;;PLACA;;3DB02783AA
3277;30003590;;PLACA;;E8812E
3278;30003594;;VENTILAÇÃO;;FAN NERA
3279;30003601;;PLACA;;NWA-014540-001
3280;30003605;;PLACA;;PQ2/EQC
3281;30003609;;BASTIDOR;;TRP-11G150MB6-900F
3282;30003618;;;;H8660-R1FANUPGKIT
3283;30003620;;;;RE700000001H200
3284;30003621;;RADIO;;FUBU6325B-TR1B
3285;30003626;;AMPLIFICADOR;;WR-C05485B-ASG
3286;30003627;;AMPLIFICADOR;;WR-C05485C-ASG
3287;30003628;;AMPLIFICADOR;;WR-C05619A-ASG
3288;30003629;;FILTRO;;WR-C05620A-ASG
3289;30003630;;;;WR-C05621A-ASG
3290;30003631;;;;WR-C05642C-ASG
3291;30003632;;;;WR-C05643A-ASG
3292;30003633;;;;WR-C05643B-ASG
3293;30003634;;RADIO;;WR-C05644C-ASG
3294;30003635;;RADIO;;WR-C05644D-ASG
3295;30003637;;FONTE;;WR-C05652C-ASG
3296;30003638;;;;WR-C05653A-ASG
3297;30003639;;;;WR-C05653B-ASG
3298;30003642;;;;WR-C05655A-ASG
3299;30003643;;;;WR-C05655B-ASG
3300;30003646;;;;WR-C05679A-ASG
3301;30003647;;;;WR-C05682E-ASG
3302;30003648;;;;WR-C05682F-ASG
3303;30003649;;;;WR-C05683A-ASG
3304;30003650;;PLACA;;WR-C05688B-ASG
3305;30003651;;TRANSMISSOR;;WR-C05884A-ASG
3306;30003652;;TRANSMISSOR;;WR-C05884B-ASG
3307;30003654;;TRANSMISSOR;;WR-C05885D-ASG
3308;30003669;;;;WR-E1ETH**-ASG
3309;30003671;;FONTE;;M10-100*000-ASG
3310;30003672;;FONTE;;M10-200*000-ASG
3311;30003673;;PLACA;;PLN-M10GDT*-ASG
3312;30003674;;PLACA;;PLN-M10GDU*-ASG
3313;30003676;;PLACA;;PLN-M10RTB*-ASG
3314;30003682;;PLACA;;CXA-CM1U1P*-ASG
3315;30003683;;;;469089A
3316;30003685;;TRANSMISSOR;;10L05AU2A1BAOA
3317;30003690;;RADIO;;73520108101
3318;30003692;;RADIO;;73520108108
3319;30003744;;PLACA;;KRY1011841/2
3320;30003776;;PLACA;;3/BPD10435/3
3321;30003779;;;;MCE0086
3322;30003782;;BASTIDOR;;2112959
3323;30003784;;BASTIDOR;;2300529
3324;30003785;;BASTIDOR;;2300618
3325;30003786;;BASTIDOR;;2300619
3326;30003787;;FONTE;;03020DHK
3327;30003788;;PLACA;HUAWEI;03020KHP
3328;30003789;;PLACA;HUAWEI;03020KHQ
3329;30003790;;;;3026728
3330;30003791;;;;3026740
3331;30003792;;PLACA;;3026741
3332;30003793;;PLACA;;3026756
3333;30003794;;PLACA;HUAWEI;3026811
3334;30003796;;FONTE;;3028193
3335;30003797;;PLACA;;3028245
3336;30003798;;PLACA;;3028246
3337;30003801;;PLACA;;03030CEP
3338;30003802;;PLACA;;03030CNS
3339;30003803;;PLACA;;03030DKB
3340;30003804;;PLACA;;03030DKN
3341;30003805;;PLACA;;03030KQM
3342;30003806;;PLACA;;3037064
3343;30003807;;PLACA;;3037098
3344;30003808;;PLACA;;3037391
3345;30003809;;PLACA;;3050834
3346;30003810;;;;3050984
3347;30003811;;;;3052444
3348;30003812;;;;3052445
3349;30003813;;;;3052552
3350;30003814;;;;3052553
3351;30003829;;VENTILAÇÃO;ERICSSON;BFD50908/4
3352;30003830;;;;2/BPD10436/2
3353;30003834;;;;ILM61231439X
3354;30003835;;;;S30861U2407X
3355;30003836;;;;73222123B105
3356;30003842;;PLACA;;S30861Q463X
3357;30003843;;;;S30861U2401X
3358;30003844;;;;2314819
3359;30003845;;;;2315615
3360;30003846;;RADIO;;2313408
3361;30003850;;GABINETE;;470152A
3362;30003852;;;;DIL99040TDN
3363;30003854;;;;FU11AAA0A-21UAÃÿÃÿÃÿÃÿ
3364;22000927;;;;KRY12163/1
3365;50000117;;;;300.004D.278
3366;22000928;;;;L50026-A1800-C17
3367;30003867;;;;L50026-A900-C17
3368;22000929;;;;L50026-A900-T6
3369;30003868;;;;L50026-A1800-T6
3370;30003869;;;;L50026-A900-C20
3371;30003871;;;;L50026-A900-T9
3372;30003872;;;;73224107001
3373;30003874;;;;73224108001
3374;30003876;;;;73225115102
3375;30003877;;;;73220123B108
3376;30003878;;;;73222123B107
3377;30003879;;;;73222108B105
3378;30003880;;;;73222108B117
3379;30003882;;;;73225138001
3380;30003883;;;;73225138002
3381;30003888;;;;73520108102
3382;30003889;;;;73520108105
3383;30003891;;;;73520108151
3384;30003895;;;;73520108158
3385;30003898;;;;73521107201
3386;30003900;;;;73521107202
3387;30003901;;;;73521107203
3388;30003902;;;;73521107252
3389;30003903;;;;73521108103
3390;30003904;;;;73521108107
3391;30003905;;;;73521108153
3392;30003906;;;;73224108102
3393;30003909;;;;2.01902E+11
3394;30003912;;;;2.01902E+11
3395;30003913;;;;73222108B013
3396;30003914;;;;73222108B014
3397;30003915;;;;73222108B019
3398;30003916;;;;73222107B002
3399;30003917;;;;73222108B001
3400;30003918;;;;73222108B002
3401;30003928;;;;73222107B017
3402;30003929;;;;73222123B106
3403;30003940;;;;73222115B101
3404;30003941;;;;73222115B102
3405;30003944;;;;73222118B302
3406;30003946;;;;S30861U2100X
3407;30003947;;;;H0739A
3408;30003948;;;;H0739B
3409;30003949;;;;H0739C
3410;30003951;;;;H0331J
3411;30003952;;;;H0331W
3412;30003954;;;;H0332L
3413;30003956;;;;H0333H
3414;30003957;;;;73222108B110
3415;30003958;;;;73222115B109
3416;30003962;;;;73222123D107
3417;30003964;;;;73222138B003
3418;30003965;;;;73222138B004
3419;30003968;;;;73222138D003
3420;30003969;;;;73222138D004
3421;30003974;;PLACA;;DIPLEX18
3422;30003982;;RADIO;;73225123103
3423;30003986;;;;3CC12416AA01
3424;30003989;;;;H0331D
3425;30003991;;;;H0349C
3426;30003992;;;;H0349D
3427;30004001;;;;73222118B303
3428;30004002;;;;73222118B304
3429;30004003;;;;73222107B031
3430;30004004;;;;73222107B032
3431;30004006;;;;H0349-LOW
3432;30004009;;;;H0333-LOW
3433;30004010;;;;H0333-HIGH
3434;30004012;;;;2.01301E+11
3435;30004020;;RADIO;;73222107B018
3436;30004023;;RADIO;;73222107B023
3437;30004029;;RADIO;;73222108B007
3438;30004030;;RADIO;;73222108B008
3439;30004033;;RADIO;;73222108B113
3440;30004034;;RADIO;;73222108B114
3441;30004035;;RADIO;;73222118B001
3442;30004036;;RADIO;;73222118B002
3443;30004037;;RADIO;;73520108103
3444;30004038;;RADIO;;73520108107
3445;30004039;;RADIO;;73520108153
3446;30004040;;RADIO;;73520108155
3447;30004041;;AMPLIFICADOR;;TMA
3448;30004042;;;;KRF1021662
3449;30004045;;;;FUL6AAA0AXXXX
3450;30004046;;;;FU08AAA0AXXXX
3451;30004050;;;;5E+11
3452;30004059;;;;73224108117
3453;30004060;;;;73224108118
3454;30004061;;;;73521107205
3455;30004065;;;;73224108018
3456;30004067;;;;73224108110
3457;30004069;;;;E15R01P75
3458;30004070;;;;73224108109
3459;30004071;;;;73224108119
3460;30004073;;;;73225115001
3461;30004074;;;;FU15AAA0AXXXX
3462;30004076;;;;73520108156
3463;30004078;;;;73224108009
3464;30004081;;;;73521108151
3465;30004083;;;;FDGW55041C3
3466;30004084;;;;73521107204
3467;30004085;;;;73521107254
3468;30004086;;;;73521107253
3469;30004087;;;;73521108106
3470;30004089;;;;3HK10072AAXX
3471;30004091;;;;H0348-HIGH
3472;30004092;;;;H0348-LOW
3473;30004093;;;;73220115B
3474;30004094;;;;$NWA009038AH
3475;30004095;;;;$NWA009028KH
3476;30004096;;;;$NWA009028KL
3477;30004097;;;;$NWA009038AL
3478;30004098;;;;$NWA024940001
3479;30004103;;;;$NWA009028GKH
3480;30004104;;;;$NWA009028GKL
3481;30004116;;;;$NWA009040CL
3482;30004122;;;;BR97028089
3483;30004123;;;;73521111110
3484;30004125;;;;BR97028030
3485;30004127;;;;CE-4507
3486;30004128;;;;CE-4510C
3487;30004129;;;;CM-DW2D-OD1
3488;30004134;;;;CM-BK2D-OD4
3489;30004135;;;;CM-BK2D-OD3
3490;30004138;;;;CM-BK2-OD4
3491;30004144;;;;735-211/08-104
3492;30004145;;;;735-211/08-155
3493;30004146;;;;735-211/08-105
3494;30007302;;PLACA;;UKL4011315
3495;30007311;;;;3HK12103AAAA
3496;30007312;;;;3HK12115AAAA
3497;30007314;;;;3HK12118AAAA
3498;30007315;;RADIO;;3HK12134AAAA
3499;30007317;;;;3HK10025AAXX
3500;30007338;;;;3HK12103AAAAB
3501;30007341;;;;3HK12118AAAAB
3502;30007344;;;;3HK10066AAXX
3503;30007397;;;;3HK10152AAXX
3504;30007400;;PLACA;;3HK10157AAXX
3505;30007404;;PLACA;;3HK10163AAXX
3506;30007410;;PLACA;;3HK10166AAXX
3507;30007418;;;;3HK10025AAXXA
3508;30007419;;;;3HK10037AAXXA
3509;30007458;;;;3HK10152AAXXA
3510;30007459;;;;3HK10153AAXXA
3511;30007468;;PLACA;;3HK10163AAXXA
3512;30007482;;;;3HK10060AAXXA
3513;30007483;;;;3HK10066AAXXA
3514;30007484;;;;3HK10072AAXXA
3515;30007524;;VENTILAÇÃO;;3DB24015AA**
3516;30007616;;;;3DB24300FA**
3517;30007617;;;;3DB24301FA**
3518;30007619;;;;3DB24400KA**
3519;30007620;;;;3DB24401KA**
3520;30007621;;;;3DB24500NA**
3521;30007625;;FILTRO;;3DB01806AA**
3522;30007627;;;;3DB02158AA**
3523;30007835;;RADIO;;KRC11818/1
3524;30007836;;PLACA;ERICSSON;ROJ1192187/14
3525;30007845;;;;CE-181722/70-2D
3526;30007849;;FILTRO;;470252A
3527;30007850;;;;470215A
3528;30007853;;AMPLIFICADOR;;FABB620563/05
3529;30007855;;GABINETE;;BMGB907068
3530;30007880;;GABINETE;;FABB620913/011
3531;30007923;;GABINETE;;SEB1121135/03
3532;30007956;;FILTRO;;KRF102272/6
3533;22000931;;;;KRYB12163/2
3534;30007957;;PLACA;;ROJ1192163/1
3535;30007958;;PLACA;ERICSSON;ROJ1192209/121
3536;30007959;;PLACA;ERICSSON;ROJ1192238/23
3537;30007960;;PLACA;;ROJ 119 2254/621
3538;30007981;;PLACA;ERICSSON;ROJ1192316/1
3539;30007984;;;;BML151122/1
3540;30008034;;PLACA;ERICSSON;ROJ1192104/4
3541;30008035;;PLACA;ERICSSON;ROJ1192106/53
3542;30008036;;PLACA;;ROJ1192108/4
3543;30008037;;PLACA;ERICSSON;ROJ1192109/3
3544;30008038;;PLACA;ERICSSON;ROJ1192232/1
3545;30008039;;PLACA;ERICSSON;ROJ1192291/1
3546;30008041;;PLACA;;ROJ20416/7
3547;30008043;;PLACA;;9/BPD10436/2
3548;30008064;;;;INF9030154/1
3549;30008069;;;;ROA2195313/1
3550;30008076;;RADIO;HUAWEI;2314584
3551;30008077;;RADIO;;S99040RUW
3552;30008078;;PLACA;;RA3801011
3553;30008079;;;;KRC161134/4
3554;30008084;;;;TRP-6G - HIGH
3555;30008085;;;;TRP-6G- LOW
3556;30008086;;;;TRP-7G - HIGH
3557;30008087;;;;TRP-7G- LOW
3558;30008088;;;;TRP-8G - HIGH
3559;30008089;;;;TRP-8G - LOW
3560;30008090;;;;TRP-11G - HIGH
3561;30008091;;;;NWA-009032-001
3562;30008092;;;;TRP-15G - HIGH
3563;30008093;;;;TRP-15G - LOW
3564;30008094;;;;TRP-18G- HIGH
3565;30008095;;;;TRP-18G- LOW
3566;30008096;;;;TRP-23G- HIGH
3567;30008097;;;;TRP-23G- LOW
3568;30008100;;RADIO;;MDP-150MB-1AA
3569;30008101;;RADIO;;H2950
3570;30008102;;RADIO;;H2940
3571;30008103;;RADIO;;H2980A
3572;30008104;;RADIO;;H2990C
3573;30008105;;RADIO;;H3000A
3574;30008106;;;;H2960A
3575;30008107;;;;H2960B
3576;30008110;;RADIO;;H2950
3577;30008116;;;;NWA-013905-003-WSD000
3578;30008117;;;;NWA-013906-003-ESD000
3579;30008118;;;;NWA-013906-003-WSD000
3580;30008119;;;;NWA-013902-007-ESD000
